Unnamed: 0,name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,seats,max_power (in bph),Mileage Unit,Mileage,Engine (CC)
1782.0,Maruti,nan,380000.0,70000.0,Diesel,Individual,Manual,Third Owner,,74.0,kmpl,,1248.0
1783.0,Maruti,2008.0,128000.0,19000.0,Petrol,Individual,Manual,First Owner,5.0,46.3,kmpl,19.7,796.0
1788.0,Maruti,,400000.0,25000.0,Petrol,Individual,Manual,First Owner,5.0,67.04,kmpl,23.1,998.0
1789.0,Maruti,2012.0,200000.0,29500.0,Petrol,Individual,Manual,First Owner,5.0,,kmpl,20.92,998.0
,Maruti,2016.0,300000.0,50000.0,Petrol,,Manual,,5.0,,kmpl,22.74,796.0
1793.0,Maruti,2012.0,220000.0,100000.0,Petrol,,,First Owner,5.0,47.3,kmpl,22.74,
1795.0,Hyundai,2016.0,,60000.0,Diesel,Individual,Manual,Second Owner,5.0,88.73,kmpl,22.54,1396.0
1798.0,Maruti,2017.0,530000.0,30000.0,Petrol,Individual,Manual,Second Owner,5.0,,kmpl,21.4,1197.0
1803.0,Hyundai,2018.0,325000.0,,Petrol,Individual,Manual,First Owner,5.0,,kmpl,,
,Maruti,2018.0,550000.0,10000.0,Petrol,Individual,Manual,First Owner,5.0,83.1,kmpl,21.4,1197.0
1805.0,Maruti,2018.0,,,Petrol,Individual,Manual,First Owner,5.0,,,20.73,1373.0
1807.0,MARUTI,2013.0,350000.0,,Diesel,Individual,Manual,First Owner,,74.0,kmpl,22.9,1248.0
1814.0,TATA,2018.0,790000.0,60000.0,Diesel,Individual,Manual,First Owner,5.0,108.5,kmpl,21.5,1497.0
1818.0,Mahindra,2019.0,950000.0,17000.0,Diesel,Individual,Manual,First Owner,5.0,115.0,,20.0,1497.0
1819.0,Maruti,2017.0,400000.0,50000.0,Petrol,Individual,Manual,First Owner,5.0,67.04,kmpl,,998.0
1822.0,MAHINDRA,2012.0,260000.0,110000.0,Diesel,Individual,,First Owner,5.0,65.0,kmpl,21.03,1461.0
1823.0,Tata,,200000.0,90000.0,,Individual,Manual,,5.0,70.0,kmpl,,1396.0
1824.0,NAN,2020.0,580000.0,70000.0,Petrol,Individual,Manual,First Owner,5.0,88.5,kmpl,23.26,1197.0
1825.0,Volkswagen,2011.0,330000.0,66000.0,Diesel,Individual,,Second Owner,5.0,105.0,kmpl,20.5,1598.0
1828.0,Mahindra,2014.0,250000.0,50000.0,Diesel,Individual,Manual,Second Owner,5.0,65.0,kmpl,21.03,1461.0
1829.0,Maruti,2013.0,300000.0,70000.0,Diesel,Individual,Manual,,,74.0,,23.4,1248.0
1841.0,Maruti,2015.0,280000.0,80000.0,Petrol,Individual,Manual,First Owner,5.0,47.3,kmpl,22.74,796.0
1845.0,Maruti,2018.0,,24400.0,Petrol,Individual,,,5.0,81.8,kmpl,22.0,1197.0
1849.0,Maruti,2011.0,130000.0,,Petrol,Individual,Manual,Second Owner,,46.3,kmpl,19.7,796.0
1856.0,Ford,2013.0,229999.0,70000.0,Diesel,Individual,Manual,First Owner,5.0,68.1,kmpl,20.0,1399.0
1860.0,Maruti,2016.0,225000.0,35000.0,Petrol,Individual,Manual,Second Owner,5.0,47.3,,,796.0
1862.0,Maruti,2017.0,420000.0,30000.0,Petrol,Individual,Manual,First Owner,5.0,67.04,kmpl,20.51,998.0
1867.0,Maruti,,,120000.0,Petrol,Individual,Manual,Third Owner,8.0,35.0,kmpl,19.7,796.0
1876.0,Maruti,2006.0,120000.0,30000.0,Petrol,Individual,Manual,Second Owner,5.0,46.3,kmpl,19.7,796.0
1884.0,Maruti,2019.0,577000.0,3000.0,Petrol,Individual,Manual,First Owner,5.0,81.8,kmpl,20.89,1197.0
1885.0,Maruti,2012.0,229999.0,50000.0,Petrol,Individual,Manual,First Owner,5.0,67.1,kmpl,20.92,998.0
1888.0,Volkswagen,2017.0,900000.0,74000.0,Diesel,Individual,Manual,First Owner,5.0,108.6,kmpl,,1498.0
1891.0,HYUNDAI,2016.0,250000.0,110000.0,Petrol,,Manual,First Owner,5.0,55.2,kmpl,21.1,814.0
1892.0,Volkswagen,2016.0,550000.0,70000.0,Diesel,,Manual,First Owner,,88.0,kmpl,,
,Maruti,2019.0,490000.0,10000.0,,Individual,Manual,First Owner,5.0,81.8,,20.52,1197.0
1899.0,Hyundai,2009.0,150000.0,80000.0,Petrol,Individual,Manual,Second Owner,5.0,78.9,kmpl,20.36,1197.0
1900.0,Maruti,2013.0,600000.0,184000.0,,Individual,Manual,First Owner,7.0,88.76,kmpl,,1248.0
1904.0,Maruti,2013.0,525000.0,69000.0,Diesel,Individual,Manual,Second Owner,5.0,74.0,kmpl,22.9,1248.0
1906.0,,2017.0,300000.0,,Petrol,Individual,Manual,First Owner,5.0,55.2,kmpl,21.1,
1911.0,Maruti,2020.0,250000.0,,Petrol,Individual,Manual,Second Owner,5.0,67.0,kmpl,21.63,998.0
1912.0,Maruti,,350000.0,70000.0,Petrol,Individual,Manual,,5.0,67.04,kmpl,20.51,998.0
1917.0,Maruti,2007.0,135000.0,57000.0,,Individual,,First Owner,,46.3,,19.7,796.0
,Hyundai,2018.0,946000.0,60000.0,Diesel,Individual,Manual,First Owner,5.0,88.7,kmpl,22.1,1396.0
1921.0,Tata,2011.0,215000.0,70000.0,Diesel,,Manual,First Owner,5.0,69.0,kmpl,23.03,1396.0
1924.0,Hyundai,2008.0,220000.0,,Petrol,Individual,Manual,First Owner,5.0,,kmpl,20.36,1197.0
1931.0,Maruti,2011.0,195000.0,46000.0,Petrol,Individual,Manual,Second Owner,5.0,46.3,kmpl,19.7,796.0
1932.0,Maruti,2010.0,125000.0,80000.0,Petrol,,Manual,Fourth & Above Owner,5.0,46.3,kmpl,19.7,796.0
,Maruti,2015.0,275000.0,16700.0,Petrol,Individual,Manual,First Owner,5.0,47.3,kmpl,22.74,796.0
1936.0,Maruti,2015.0,600000.0,7967.0,Petrol,Individual,,,5.0,83.14,kmpl,,1197.0
,Maruti,2018.0,720000.0,20000.0,Petrol,Individual,Manual,First Owner,5.0,,kmpl,22.0,1197.0
1939.0,,2011.0,225000.0,50000.0,Petrol,Individual,Manual,First Owner,5.0,68.05,kmpl,19.81,
1944.0,Hyundai,2013.0,550000.0,50000.0,Diesel,Individual,Manual,,5.0,88.7,,23.5,1396.0
1948.0,MARUTI,2019.0,610000.0,5000.0,Petrol,Individual,Manual,First Owner,5.0,,kmpl,21.21,1197.0
1949.0,Ford,2016.0,515000.0,68609.0,Diesel,Dealer,Manual,First Owner,5.0,89.84,kmpl,22.7,1498.0
1950.0,Ford,2018.0,925000.0,33360.0,Diesel,Dealer,Manual,First Owner,5.0,98.59,kmpl,22.77,1498.0
1951.0,Ford,2012.0,225000.0,87237.0,Diesel,Dealer,Manual,Second Owner,5.0,68.05,kmpl,20.0,1399.0
1953.0,Maruti,2017.0,600000.0,26634.0,Petrol,Dealer,Automatic,First Owner,,81.8,kmpl,,1197.0
,Renault,2015.0,600000.0,67303.0,Diesel,Dealer,Manual,First Owner,5.0,,kmpl,,1461.0
1961.0,Maruti,2012.0,265000.0,130376.0,Diesel,Dealer,Manual,Second Owner,5.0,73.94,kmpl,23.2,1248.0
1967.0,Maruti,2013.0,525000.0,110000.0,Diesel,Individual,Manual,First Owner,5.0,74.0,kmpl,23.4,1248.0
1968.0,,2017.0,550000.0,30000.0,Petrol,Individual,Manual,First Owner,5.0,84.0,kmpl,20.3,1199.0
NAN,HYUNDAI,,200000.0,70000.0,Petrol,Individual,Manual,Second Owner,,68.05,kmpl,19.81,1086.0
1986.0,Hyundai,,200000.0,60000.0,Petrol,Individual,Manual,Second Owner,5.0,55.2,kmpl,,
1988.0,Hyundai,2010.0,210000.0,,,Individual,Manual,Second Owner,5.0,78.9,kmpl,20.36,1197.0
NAN,TATA,2019.0,660000.0,,Diesel,Individual,Manual,First Owner,5.0,74.0,kmpl,22.95,1248.0
1996.0,Hyundai,2012.0,450000.0,60000.0,Diesel,Individual,Manual,Third Owner,5.0,126.32,kmpl,22.32,1582.0
2002.0,Hyundai,2015.0,978999.0,90000.0,Diesel,Individual,Manual,First Owner,5.0,126.2,kmpl,19.67,1582.0
2004.0,Ford,2012.0,280000.0,60000.0,Diesel,Individual,,,5.0,88.7,kmpl,23.5,
2006.0,Maruti,2013.0,,60000.0,,Individual,Manual,Fourth & Above Owner,5.0,47.3,kmpl,,796.0
2013.0,,2019.0,630000.0,4000.0,Petrol,Individual,,First Owner,5.0,81.8,kmpl,21.21,1197.0
2014.0,Hyundai,2011.0,250000.0,50000.0,Petrol,Individual,Manual,First Owner,5.0,78.9,kmpl,20.36,1197.0
2016.0,Hyundai,2009.0,180000.0,70000.0,Petrol,Individual,Manual,Second Owner,5.0,78.9,kmpl,20.36,1197.0
2021.0,Hyundai,2014.0,348000.0,23000.0,Petrol,Individual,Manual,Second Owner,5.0,78.9,kmpl,20.36,1197.0
2022.0,,2014.0,196000.0,60000.0,Petrol,Individual,,,5.0,47.3,kmpl,22.74,796.0
2026.0,Maruti,2015.0,600000.0,,Diesel,Individual,Manual,Third Owner,7.0,88.76,kmpl,20.77,1248.0
2035.0,Maruti,2007.0,120000.0,53512.0,Petrol,Dealer,Manual,Second Owner,5.0,,kmpl,19.7,796.0
2041.0,Renault,2017.0,265000.0,90000.0,Petrol,Individual,Manual,First Owner,,67.0,kmpl,23.01,999.0
2046.0,Maruti,2007.0,130000.0,78000.0,Petrol,Individual,Manual,First Owner,5.0,46.3,kmpl,19.7,796.0
,Hyundai,2010.0,180000.0,70000.0,Petrol,Individual,Manual,,5.0,78.9,kmpl,20.36,1197.0
2059.0,Maruti,,160000.0,48000.0,Petrol,Individual,Manual,Second Owner,5.0,46.3,kmpl,19.7,796.0
2064.0,Renault,2014.0,480000.0,,Diesel,Individual,Manual,First Owner,5.0,83.8,kmpl,20.45,1461.0
2065.0,Maruti,2013.0,320000.0,100000.0,Diesel,Individual,Manual,Third Owner,5.0,,kmpl,22.9,1248.0
2066.0,Maruti,2013.0,370000.0,96000.0,Diesel,Individual,,,,74.0,kmpl,22.9,1248.0
2068.0,Maruti,,400000.0,60000.0,,Individual,Manual,Third Owner,5.0,73.94,kmpl,23.2,1248.0
2070.0,,2014.0,325000.0,48000.0,Petrol,Individual,Manual,First Owner,5.0,67.04,kmpl,23.1,998.0
2074.0,Maruti,2012.0,200000.0,,Petrol,Individual,,Second Owner,5.0,67.1,,,
2075.0,Maruti,2008.0,100000.0,70000.0,Petrol,Individual,Manual,Third Owner,5.0,46.3,kmpl,,796.0
2077.0,Maruti,2006.0,85000.0,150000.0,,Individual,Manual,Second Owner,5.0,,kmpl,19.7,796.0
2079.0,Hyundai,2014.0,580000.0,56000.0,Diesel,Individual,Manual,First Owner,5.0,126.3,kmpl,22.32,1582.0
2081.0,Ford,2010.0,200000.0,120000.0,Diesel,Individual,Manual,First Owner,5.0,68.0,kmpl,20.0,1399.0
2084.0,Maruti,2012.0,520000.0,73000.0,Diesel,Individual,Manual,First Owner,7.0,88.76,kmpl,20.77,1248.0
2086.0,Renault,2018.0,380000.0,5000.0,Petrol,Individual,Manual,First Owner,5.0,67.0,kmpl,23.01,999.0
2091.0,Renault,2013.0,490000.0,95000.0,Diesel,Individual,Manual,First Owner,5.0,83.8,kmpl,20.46,1461.0
2092.0,,2015.0,229999.0,,Petrol,Individual,Manual,Second Owner,5.0,55.2,kmpl,21.1,814.0
2094.0,Maruti,2019.0,,120000.0,CNG,Individual,Manual,Second Owner,5.0,61.7,km/kg,21.94,1196.0
,Toyota,2014.0,550000.0,31000.0,,Individual,Manual,,5.0,67.06,kmpl,23.59,1364.0
2098.0,Hyundai,2019.0,499000.0,5000.0,Petrol,,Automatic,First Owner,5.0,68.0,kmpl,20.3,1086.0
,Toyota,2012.0,278000.0,120000.0,Diesel,Individual,Manual,Second Owner,5.0,67.1,,23.59,
2101.0,Renault,2013.0,580000.0,67000.0,Diesel,Individual,Manual,Second Owner,,108.5,kmpl,20.4,1461.0
2106.0,Hyundai,2018.0,490000.0,7000.0,Petrol,Individual,Manual,First Owner,5.0,68.0,,20.3,
2110.0,MARUTI,2012.0,320000.0,120000.0,Diesel,,Manual,Second Owner,,74.0,kmpl,22.9,1248.0
2112.0,MARUTI,2013.0,320000.0,120000.0,Diesel,Individual,Manual,First Owner,5.0,73.94,kmpl,,1248.0
2113.0,Toyota,2012.0,600000.0,85000.0,Diesel,Individual,Manual,First Owner,5.0,87.2,kmpl,21.43,1364.0
2114.0,Maruti,2012.0,275000.0,50000.0,Petrol,,Manual,First Owner,5.0,67.1,kmpl,20.92,998.0
2115.0,Maruti,2009.0,170000.0,59000.0,Petrol,Individual,,Second Owner,5.0,46.3,kmpl,19.7,796.0
2117.0,Renault,2015.0,,140000.0,Diesel,Individual,Manual,Second Owner,5.0,83.8,kmpl,20.45,
2119.0,Toyota,2015.0,550000.0,40000.0,,Individual,,,5.0,67.04,kmpl,23.59,1364.0
2129.0,Hyundai,2011.0,400000.0,100000.0,Diesel,Individual,Manual,Second Owner,5.0,126.32,kmpl,22.32,1582.0
2131.0,Tata,2012.0,300000.0,110000.0,Diesel,Individual,Manual,,5.0,88.8,,21.12,1248.0
2132.0,Maruti,2011.0,190000.0,92500.0,Petrol,Individual,Manual,Second Owner,,,kmpl,20.92,998.0
2138.0,Maruti,2018.0,650000.0,35000.0,,Individual,Manual,First Owner,5.0,81.8,kmpl,22.0,1197.0
2151.0,,2015.0,869999.0,120000.0,Diesel,Individual,Manual,First Owner,,126.2,kmpl,22.7,1582.0
2161.0,Chevrolet,2013.0,200000.0,70000.0,Diesel,Individual,Manual,First Owner,5.0,,kmpl,22.1,1248.0
2162.0,Volkswagen,2018.0,650000.0,,Diesel,Individual,Manual,First Owner,5.0,88.0,kmpl,20.14,1498.0
2164.0,HYUNDAI,2018.0,330000.0,70000.0,Petrol,Individual,Manual,,5.0,68.05,kmpl,20.3,998.0
2165.0,Hyundai,2019.0,399000.0,4000.0,Petrol,Individual,Manual,First Owner,5.0,68.0,kmpl,20.3,1086.0
2166.0,Hyundai,2012.0,250000.0,103000.0,Petrol,Individual,Manual,First Owner,,78.9,kmpl,20.36,1197.0
2168.0,Maruti,2013.0,,77000.0,Diesel,Individual,Manual,First Owner,5.0,74.0,,22.9,1248.0
2169.0,Volkswagen,2012.0,,90000.0,Diesel,Individual,Manual,First Owner,5.0,103.6,kmpl,20.54,1598.0
2170.0,Hyundai,2013.0,,,Diesel,Individual,Manual,Second Owner,,126.3,kmpl,22.32,1582.0
2172.0,Hyundai,2016.0,611000.0,,Diesel,Individual,Manual,First Owner,,88.73,kmpl,22.54,1396.0
2176.0,Hyundai,2012.0,390000.0,100000.0,,Individual,,Second Owner,5.0,126.32,kmpl,22.32,1582.0
2179.0,,2015.0,500000.0,125000.0,Diesel,Individual,Manual,First Owner,,67.05,kmpl,23.59,1364.0
2184.0,MARUTI,2013.0,185000.0,80000.0,Petrol,Individual,Manual,Second Owner,5.0,47.3,kmpl,22.74,796.0
2185.0,Maruti,2018.0,550000.0,30000.0,,Individual,Manual,First Owner,5.0,83.1,kmpl,21.4,
2191.0,Tata,2010.0,320000.0,42000.0,Diesel,Individual,Manual,First Owner,5.0,69.0,kmpl,23.03,1396.0
2192.0,Maruti,2016.0,350000.0,17000.0,Petrol,,Automatic,First Owner,5.0,67.04,kmpl,23.1,998.0
2193.0,Maruti,2018.0,500000.0,40000.0,Petrol,Individual,,First Owner,5.0,81.8,,22.0,1197.0
2202.0,MARUTI,2012.0,350000.0,70000.0,Diesel,Individual,Manual,Second Owner,5.0,88.8,kmpl,21.5,1248.0
2208.0,Hyundai,2019.0,1050000.0,27000.0,Diesel,Individual,Manual,First Owner,5.0,88.7,kmpl,21.38,1396.0
2209.0,,2014.0,490000.0,50000.0,Diesel,Individual,Manual,First Owner,5.0,74.0,kmpl,,1248.0
2211.0,Maruti,2013.0,190000.0,60000.0,Petrol,Individual,Manual,Second Owner,5.0,47.3,kmpl,22.74,796.0
2214.0,Maruti,2016.0,270000.0,60000.0,Petrol,Individual,Manual,Second Owner,5.0,47.3,kmpl,,796.0
2215.0,NAN,2008.0,170000.0,70000.0,Petrol,Individual,Manual,Third Owner,5.0,68.05,kmpl,19.81,1086.0
2216.0,NAN,2018.0,764000.0,25000.0,Petrol,Individual,Manual,First Owner,5.0,91.1,kmpl,20.73,1373.0
2220.0,Hyundai,2017.0,280000.0,31000.0,Petrol,Individual,Manual,Second Owner,5.0,55.2,kmpl,21.1,814.0
2225.0,Volkswagen,2011.0,350000.0,110000.0,,Individual,Manual,,5.0,103.6,kmpl,20.54,
,Maruti,2017.0,,35000.0,Petrol,Individual,Manual,First Owner,5.0,83.1,kmpl,21.4,1197.0
2231.0,Maruti,2014.0,,10300.0,Petrol,Individual,Manual,First Owner,,47.3,kmpl,22.74,796.0
2233.0,Maruti,2019.0,760000.0,3000.0,,,Manual,First Owner,5.0,81.8,kmpl,21.01,1197.0
NAN,MARUTI,2018.0,,13000.0,Petrol,Individual,Manual,,5.0,83.1,kmpl,21.4,1197.0
2238.0,Maruti,2016.0,220000.0,40000.0,Petrol,Individual,Manual,First Owner,5.0,47.3,kmpl,22.74,796.0
,,2017.0,,80000.0,Diesel,Individual,Manual,First Owner,5.0,88.73,kmpl,21.19,1396.0
2243.0,Maruti,2017.0,380000.0,30000.0,CNG,Individual,Manual,First Owner,5.0,,,21.94,1196.0
2244.0,Toyota,2012.0,415000.0,125000.0,Diesel,Individual,Manual,Second Owner,5.0,87.2,,21.43,
2245.0,Hyundai,2012.0,225000.0,110000.0,Petrol,Individual,Manual,First Owner,5.0,68.05,,19.81,
,Maruti,2013.0,600000.0,30000.0,Diesel,Individual,Manual,Second Owner,7.0,88.76,kmpl,20.77,1248.0
2247.0,Maruti,2014.0,,148000.0,Diesel,Individual,Manual,Second Owner,7.0,88.8,kmpl,20.77,1248.0
2254.0,Tata,2014.0,,60000.0,Diesel,Individual,Manual,,5.0,88.7,kmpl,23.0,1248.0
,Maruti,2012.0,370000.0,60000.0,Diesel,Individual,Manual,First Owner,5.0,74.0,kmpl,22.9,1248.0
2260.0,Maruti,2020.0,550000.0,15000.0,Petrol,Individual,Manual,First Owner,,88.5,kmpl,23.26,1197.0
2263.0,Hyundai,2017.0,385000.0,42000.0,Petrol,Individual,Manual,Second Owner,5.0,68.05,,19.81,1086.0
2271.0,Maruti,2013.0,650000.0,170000.0,Diesel,Individual,Manual,Third Owner,7.0,88.76,kmpl,20.77,1248.0
2273.0,Maruti,2012.0,180000.0,80000.0,,Individual,Manual,First Owner,5.0,47.3,kmpl,22.74,
2274.0,Hyundai,2013.0,200000.0,57000.0,Petrol,Individual,Manual,First Owner,5.0,55.2,kmpl,21.1,814.0
,Hyundai,2014.0,300000.0,100000.0,,Individual,Manual,First Owner,5.0,68.05,kmpl,19.81,1086.0
2277.0,Maruti,2014.0,267000.0,40000.0,Petrol,Individual,Manual,First Owner,5.0,47.3,kmpl,22.74,796.0
2286.0,Hyundai,2017.0,250000.0,50000.0,Petrol,,Manual,First Owner,5.0,55.2,kmpl,,814.0
,Maruti,2009.0,135000.0,100000.0,Petrol,Individual,Manual,First Owner,5.0,46.3,kmpl,19.7,796.0
2288.0,NAN,2011.0,500000.0,80000.0,Diesel,Individual,Manual,First Owner,5.0,126.32,,22.32,1582.0
2296.0,Maruti,2008.0,,80000.0,Petrol,Individual,Manual,Third Owner,5.0,46.3,kmpl,19.7,796.0
2298.0,Ford,2012.0,325000.0,150000.0,Diesel,Individual,Manual,First Owner,5.0,68.0,,20.0,1399.0
2306.0,Hyundai,2017.0,650000.0,22200.0,,Individual,Manual,First Owner,5.0,88.73,kmpl,22.54,1396.0
2308.0,Maruti,2016.0,500000.0,32000.0,Petrol,Individual,Manual,First Owner,5.0,81.8,,20.4,1197.0
2312.0,RENAULT,2016.0,645000.0,120000.0,,,Manual,,,83.8,kmpl,19.87,1461.0
2316.0,Maruti,2011.0,114999.0,,Petrol,Individual,Manual,First Owner,5.0,46.3,kmpl,19.7,796.0
2323.0,Maruti,,575000.0,10000.0,Petrol,,Manual,First Owner,5.0,81.8,kmpl,20.89,1197.0
2327.0,,2016.0,650000.0,80000.0,Diesel,Individual,Manual,First Owner,5.0,108.45,kmpl,19.72,1461.0
2330.0,Maruti,2009.0,145000.0,150000.0,Diesel,Individual,Manual,Third Owner,5.0,73.9,kmpl,21.1,1248.0
2336.0,Chevrolet,2013.0,246000.0,,Diesel,Dealer,,First Owner,5.0,74.0,kmpl,22.1,1248.0
2339.0,Volkswagen,2015.0,560000.0,43001.0,,Dealer,Manual,First Owner,5.0,108.6,kmpl,22.27,1498.0
2341.0,Maruti,2019.0,470000.0,9000.0,Petrol,Dealer,Automatic,First Owner,5.0,67.04,,21.63,998.0
2346.0,Hyundai,2017.0,,35000.0,,Individual,Manual,,5.0,126.2,kmpl,22.0,
,Renault,2013.0,550000.0,100600.0,Diesel,,,Third Owner,5.0,83.8,kmpl,,1461.0
2348.0,Maruti,2013.0,480000.0,105000.0,Diesel,Individual,Manual,Third Owner,5.0,74.0,kmpl,23.4,1248.0
2352.0,Maruti,2010.0,320000.0,60000.0,Petrol,Individual,Manual,Second Owner,5.0,85.8,kmpl,21.1,1197.0
2355.0,Hyundai,2016.0,725000.0,120000.0,Diesel,Individual,Manual,First Owner,5.0,88.73,kmpl,22.54,
,Volkswagen,2011.0,325000.0,134000.0,Diesel,Individual,Manual,Second Owner,5.0,73.9,kmpl,22.07,1199.0
2357.0,Ford,2014.0,320000.0,120000.0,Diesel,Individual,,Third Owner,5.0,68.05,,20.0,1399.0
2360.0,Maruti,2016.0,350000.0,,Diesel,Individual,Manual,Third Owner,5.0,73.94,kmpl,23.2,1248.0
,Hyundai,2011.0,470000.0,89000.0,Diesel,Individual,Manual,First Owner,5.0,90.0,kmpl,23.0,1396.0
2368.0,Maruti,2018.0,680000.0,28000.0,,Individual,Automatic,First Owner,5.0,81.8,kmpl,21.21,1197.0
nan,Hyundai,2014.0,280000.0,90000.0,Petrol,Individual,Manual,First Owner,5.0,55.2,,21.1,814.0
2373.0,Volkswagen,2013.0,400000.0,120000.0,Diesel,Individual,Manual,Second Owner,5.0,103.6,kmpl,20.54,1598.0
2375.0,Hyundai,2014.0,475000.0,83000.0,Diesel,,Manual,Second Owner,,88.73,kmpl,22.54,1396.0
2388.0,Tata,2018.0,450000.0,75000.0,Petrol,Individual,Manual,First Owner,,84.0,,20.3,1199.0
2393.0,Maruti,2017.0,400000.0,52000.0,Petrol,,Manual,First Owner,5.0,67.0,kmpl,21.63,998.0
2395.0,Volkswagen,2012.0,361000.0,90000.0,Diesel,,Manual,First Owner,5.0,103.6,kmpl,20.54,1598.0
2396.0,Hyundai,2013.0,390000.0,53000.0,Diesel,,Manual,Second Owner,5.0,88.76,kmpl,21.9,1396.0
,,2013.0,500000.0,53000.0,Diesel,Individual,Manual,First Owner,5.0,74.0,kmpl,22.9,1248.0
2399.0,Maruti,,200000.0,50600.0,Petrol,Individual,Manual,First Owner,5.0,,kmpl,,796.0
2408.0,Maruti,2018.0,,120000.0,Diesel,Individual,Manual,First Owner,5.0,74.0,kmpl,23.4,1248.0
2410.0,,2019.0,660000.0,10000.0,Petrol,Individual,Automatic,First Owner,5.0,83.1,kmpl,21.4,1197.0
2411.0,Hyundai,,,10000.0,Petrol,Individual,Manual,First Owner,5.0,68.05,,20.3,998.0
2414.0,Maruti,2019.0,509999.0,10000.0,Petrol,Individual,Manual,First Owner,5.0,81.8,kmpl,21.21,1197.0
2418.0,Hyundai,2019.0,950000.0,15000.0,,Individual,Manual,First Owner,5.0,88.7,kmpl,22.1,1396.0
2425.0,Maruti,,356000.0,70000.0,Diesel,Individual,Manual,Second Owner,5.0,74.0,kmpl,23.4,1248.0
2431.0,Maruti,2013.0,355000.0,170000.0,Diesel,Individual,Manual,First Owner,5.0,74.0,kmpl,22.9,
2436.0,Maruti,2011.0,242000.0,120000.0,Diesel,Individual,Manual,First Owner,5.0,88.8,kmpl,21.5,
2438.0,,2014.0,500000.0,130000.0,Diesel,Individual,Manual,Second Owner,5.0,98.59,,22.77,1498.0
2441.0,Maruti,2020.0,654000.0,1000.0,Petrol,Individual,Automatic,First Owner,5.0,81.8,kmpl,,1197.0
2443.0,,2019.0,600000.0,18000.0,Petrol,Individual,Manual,First Owner,5.0,,kmpl,21.21,1197.0
2444.0,Maruti,2016.0,459999.0,60000.0,Petrol,,Manual,First Owner,5.0,83.14,kmpl,20.85,
2445.0,Renault,2018.0,275000.0,20000.0,Petrol,Individual,Manual,First Owner,5.0,,,23.01,999.0
2449.0,Maruti,2006.0,94500.0,44000.0,,,Manual,First Owner,,46.3,kmpl,19.7,796.0
2456.0,Hyundai,2017.0,1110000.0,186000.0,Diesel,Individual,Manual,First Owner,5.0,126.2,kmpl,19.67,1582.0
2457.0,,2014.0,570000.0,79000.0,Diesel,,Manual,Second Owner,7.0,88.76,kmpl,20.77,1248.0
2461.0,Tata,2015.0,350000.0,,Diesel,Individual,Manual,First Owner,5.0,,kmpl,22.95,1248.0
,Maruti,2019.0,550000.0,11500.0,,Individual,Manual,First Owner,5.0,81.8,kmpl,21.21,1197.0
,Hyundai,2012.0,180000.0,56000.0,Petrol,Individual,Manual,First Owner,,55.2,,21.1,814.0
2471.0,Maruti,2011.0,170000.0,175000.0,Diesel,Individual,Manual,,5.0,73.9,kmpl,21.1,1248.0
,Maruti,2014.0,409999.0,150000.0,Diesel,Individual,Manual,Third Owner,5.0,74.0,kmpl,23.4,1248.0
2475.0,Hyundai,2012.0,350000.0,110000.0,Diesel,Individual,Manual,Third Owner,5.0,90.0,kmpl,23.0,1396.0
2477.0,Maruti,2010.0,135000.0,95000.0,Petrol,Individual,,,5.0,46.3,kmpl,19.7,796.0
2478.0,Maruti,2010.0,220000.0,,,Individual,Manual,First Owner,5.0,73.9,kmpl,21.1,1248.0
2480.0,,,500000.0,84000.0,Diesel,,,,5.0,74.0,kmpl,23.4,1248.0
2481.0,Hyundai,2016.0,875000.0,,Diesel,Individual,Manual,First Owner,5.0,88.73,kmpl,22.54,1396.0
2485.0,Maruti,2011.0,175000.0,175000.0,Petrol,,,Second Owner,5.0,46.3,,19.7,796.0
2488.0,Hyundai,2019.0,420000.0,20000.0,Petrol,Individual,Manual,Second Owner,5.0,,kmpl,20.3,1086.0
2491.0,Maruti,2012.0,180000.0,70000.0,Petrol,Individual,Manual,Second Owner,5.0,46.3,kmpl,19.7,796.0
2492.0,Maruti,2007.0,118000.0,110000.0,,Individual,Manual,Second Owner,5.0,46.3,,19.7,796.0
2495.0,Maruti,2009.0,170000.0,90000.0,Petrol,Individual,Manual,Third Owner,5.0,46.3,kmpl,19.7,796.0
2503.0,Hyundai,2010.0,180000.0,120000.0,Petrol,Individual,Manual,First Owner,5.0,78.9,kmpl,20.36,1197.0
2504.0,Maruti,2009.0,155000.0,120000.0,,Individual,Manual,First Owner,5.0,73.9,kmpl,21.1,1248.0
2506.0,Hyundai,2011.0,250000.0,70000.0,Petrol,Individual,Manual,First Owner,5.0,78.9,,20.36,1197.0
,Volkswagen,2017.0,550000.0,50000.0,Diesel,Individual,Manual,First Owner,5.0,108.62,kmpl,21.66,1498.0
,Maruti,2013.0,380000.0,76000.0,Diesel,Individual,Manual,Second Owner,5.0,74.0,kmpl,22.9,1248.0
2519.0,,2019.0,650000.0,5000.0,Petrol,Individual,Manual,First Owner,7.0,72.0,kmpl,20.0,
2521.0,Maruti,2013.0,350000.0,85000.0,Diesel,,Manual,First Owner,5.0,,kmpl,22.9,1248.0
2523.0,Maruti,,,15000.0,Petrol,Individual,Manual,First Owner,,81.8,kmpl,21.21,1197.0
